,Site_Id,Date,Hour,HourDescription,Value,AirQualityCategory,DeterminingPollutant,Parameter.ParameterCode,Parameter.ParameterDescription,Parameter.Units,Parameter.UnitsDescription,Parameter.Category,Parameter.SubCategory,Parameter.Frequency
7986,33,2022-09-25,1,12 am - 1 am,21.286,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
7987,39,2022-09-25,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
7988,39,2022-09-25,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
7989,39,2022-09-25,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
7990,39,2022-09-25,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
7991,39,2022-09-25,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
7992,107,2022-09-25,1,12 am - 1 am,0.19177,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
7993,107,2022-09-25,1,12 am - 1 am,0.564,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
7994,107,2022-09-25,1,12 am - 1 am,1.847415,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
7995,107,2022-09-25,1,12 am - 1 am,3.78,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
7996,107,2022-09-25,1,12 am - 1 am,23.541,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
7997,259,2022-09-25,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
7998,259,2022-09-25,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
7999,259,2022-09-25,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8000,259,2022-09-25,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8001,259,2022-09-25,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8002,287,2022-09-25,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8003,287,2022-09-25,1,12 am - 1 am,0.425,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8004,287,2022-09-25,1,12 am - 1 am,1.844919,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8005,287,2022-09-25,1,12 am - 1 am,3.735159,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8006,287,2022-09-25,1,12 am - 1 am,23.095,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8007,300,2022-09-25,1,12 am - 1 am,0.325041,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8008,300,2022-09-25,1,12 am - 1 am,0.367,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8009,300,2022-09-25,1,12 am - 1 am,1.491409,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8010,300,2022-09-25,1,12 am - 1 am,3.301257,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8011,300,2022-09-25,1,12 am - 1 am,46.19,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8012,33,2022-09-26,1,12 am - 1 am,0.308,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8013,33,2022-09-26,1,12 am - 1 am,2.765306,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8014,33,2022-09-26,1,12 am - 1 am,3.278125,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8015,33,2022-09-26,1,12 am - 1 am,24.378,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8016,39,2022-09-26,1,12 am - 1 am,0.440451,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8017,39,2022-09-26,1,12 am - 1 am,0.306,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8018,39,2022-09-26,1,12 am - 1 am,2.031262,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8019,39,2022-09-26,1,12 am - 1 am,3.432575,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8020,39,2022-09-26,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8021,107,2022-09-26,1,12 am - 1 am,0.205045,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8022,107,2022-09-26,1,12 am - 1 am,0.483,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8023,107,2022-09-26,1,12 am - 1 am,2.165883,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8024,107,2022-09-26,1,12 am - 1 am,2.7548,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8025,107,2022-09-26,1,12 am - 1 am,27.819,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8026,259,2022-09-26,1,12 am - 1 am,0.060583,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8027,259,2022-09-26,1,12 am - 1 am,0.325,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8028,259,2022-09-26,1,12 am - 1 am,1.443034,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8029,259,2022-09-26,1,12 am - 1 am,2.578356,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8030,259,2022-09-26,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8031,287,2022-09-26,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8032,287,2022-09-26,1,12 am - 1 am,0.618,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8033,287,2022-09-26,1,12 am - 1 am,1.289289,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8034,287,2022-09-26,1,12 am - 1 am,3.419284,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8035,287,2022-09-26,1,12 am - 1 am,24.856,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8036,300,2022-09-26,1,12 am - 1 am,0.376608,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8037,300,2022-09-26,1,12 am - 1 am,0.436,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8038,300,2022-09-26,1,12 am - 1 am,1.576947,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8039,300,2022-09-26,1,12 am - 1 am,3.616358,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8040,300,2022-09-26,1,12 am - 1 am,36.054,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8041,33,2022-09-27,1,12 am - 1 am,0.506,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8042,33,2022-09-27,1,12 am - 1 am,2.366356,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8043,33,2022-09-27,1,12 am - 1 am,3.542325,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8044,33,2022-09-27,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8045,39,2022-09-27,1,12 am - 1 am,0.399647,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8046,39,2022-09-27,1,12 am - 1 am,0.53,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8047,39,2022-09-27,1,12 am - 1 am,1.784857,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8048,39,2022-09-27,1,12 am - 1 am,3.462325,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8049,39,2022-09-27,1,12 am - 1 am,31.998,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8050,107,2022-09-27,1,12 am - 1 am,0.127666,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8051,107,2022-09-27,1,12 am - 1 am,0.752,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8052,107,2022-09-27,1,12 am - 1 am,2.233271,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8053,107,2022-09-27,1,12 am - 1 am,2.7528,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8054,107,2022-09-27,1,12 am - 1 am,28.515,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8055,259,2022-09-27,1,12 am - 1 am,0.023826,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8056,259,2022-09-27,1,12 am - 1 am,0.284,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8057,259,2022-09-27,1,12 am - 1 am,0.611226,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8058,259,2022-09-27,1,12 am - 1 am,2.150319,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8059,259,2022-09-27,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8060,287,2022-09-27,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8061,287,2022-09-27,1,12 am - 1 am,0.58,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8062,287,2022-09-27,1,12 am - 1 am,2.024309,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8063,287,2022-09-27,1,12 am - 1 am,1.896466,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8064,287,2022-09-27,1,12 am - 1 am,30.762,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8065,300,2022-09-27,1,12 am - 1 am,0.316349,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8066,300,2022-09-27,1,12 am - 1 am,0.534,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8067,300,2022-09-27,1,12 am - 1 am,1.716454,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8068,300,2022-09-27,1,12 am - 1 am,2.418424,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8069,300,2022-09-27,1,12 am - 1 am,32.826,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8070,33,2022-09-28,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8071,33,2022-09-28,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8072,33,2022-09-28,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8073,33,2022-09-28,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8074,39,2022-09-28,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8075,39,2022-09-28,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8076,39,2022-09-28,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8077,39,2022-09-28,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8078,39,2022-09-28,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8079,107,2022-09-28,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8080,107,2022-09-28,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8081,107,2022-09-28,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8082,107,2022-09-28,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8083,107,2022-09-28,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8084,259,2022-09-28,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8085,259,2022-09-28,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8086,259,2022-09-28,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8087,259,2022-09-28,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8088,259,2022-09-28,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8089,287,2022-09-28,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8090,287,2022-09-28,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8091,287,2022-09-28,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8092,287,2022-09-28,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8093,287,2022-09-28,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8094,300,2022-09-28,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8095,300,2022-09-28,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8096,300,2022-09-28,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8097,300,2022-09-28,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8098,300,2022-09-28,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8099,33,2022-09-29,1,12 am - 1 am,0.178,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8100,33,2022-09-29,1,12 am - 1 am,1.340892,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8101,33,2022-09-29,1,12 am - 1 am,3.374175,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8102,33,2022-09-29,1,12 am - 1 am,23.949,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8103,39,2022-09-29,1,12 am - 1 am,0.182663,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8104,39,2022-09-29,1,12 am - 1 am,0.235,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8105,39,2022-09-29,1,12 am - 1 am,0.9885,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8106,39,2022-09-29,1,12 am - 1 am,3.3744,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8107,39,2022-09-29,1,12 am - 1 am,19.152,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8108,107,2022-09-29,1,12 am - 1 am,-0.120024,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8109,107,2022-09-29,1,12 am - 1 am,0.157,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8110,107,2022-09-29,1,12 am - 1 am,2.464573,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8111,107,2022-09-29,1,12 am - 1 am,3.2158,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8112,107,2022-09-29,1,12 am - 1 am,12.998,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8113,259,2022-09-29,1,12 am - 1 am,0.10182,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8114,259,2022-09-29,1,12 am - 1 am,0.218,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8115,259,2022-09-29,1,12 am - 1 am,0.564418,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8116,259,2022-09-29,1,12 am - 1 am,3.227455,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8117,259,2022-09-29,1,12 am - 1 am,20.538,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8118,287,2022-09-29,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8119,287,2022-09-29,1,12 am - 1 am,0.311,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8120,287,2022-09-29,1,12 am - 1 am,1.272256,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8121,287,2022-09-29,1,12 am - 1 am,3.182397,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8122,287,2022-09-29,1,12 am - 1 am,19.805,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8123,300,2022-09-29,1,12 am - 1 am,0.210464,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8124,300,2022-09-29,1,12 am - 1 am,0.39,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8125,300,2022-09-29,1,12 am - 1 am,1.018986,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8126,300,2022-09-29,1,12 am - 1 am,3.029011,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8127,300,2022-09-29,1,12 am - 1 am,24.985,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8128,33,2022-09-30,1,12 am - 1 am,0.233,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8129,33,2022-09-30,1,12 am - 1 am,0.390763,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8130,33,2022-09-30,1,12 am - 1 am,3.067,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8131,33,2022-09-30,1,12 am - 1 am,30.337,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8132,39,2022-09-30,1,12 am - 1 am,0.194683,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8133,39,2022-09-30,1,12 am - 1 am,0.299,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8134,39,2022-09-30,1,12 am - 1 am,0.916,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8135,39,2022-09-30,1,12 am - 1 am,3.0909,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8136,39,2022-09-30,1,12 am - 1 am,23.049,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8137,107,2022-09-30,1,12 am - 1 am,-0.115988,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8138,107,2022-09-30,1,12 am - 1 am,0.341,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8139,107,2022-09-30,1,12 am - 1 am,1.071967,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8140,107,2022-09-30,1,12 am - 1 am,2.6025,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8141,107,2022-09-30,1,12 am - 1 am,22.147,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8142,259,2022-09-30,1,12 am - 1 am,-0.108181,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8143,259,2022-09-30,1,12 am - 1 am,0.278,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8144,259,2022-09-30,1,12 am - 1 am,0.215314,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8145,259,2022-09-30,1,12 am - 1 am,3.036071,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8146,259,2022-09-30,1,12 am - 1 am,23.794,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8147,287,2022-09-30,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8148,287,2022-09-30,1,12 am - 1 am,0.257,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8149,287,2022-09-30,1,12 am - 1 am,1.385306,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8150,287,2022-09-30,1,12 am - 1 am,2.979139,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8151,287,2022-09-30,1,12 am - 1 am,25.079,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8152,300,2022-09-30,1,12 am - 1 am,0.201782,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8153,300,2022-09-30,1,12 am - 1 am,0.533,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8154,300,2022-09-30,1,12 am - 1 am,0.514703,GOOD,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8155,300,2022-09-30,1,12 am - 1 am,2.922656,GOOD,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8156,300,2022-09-30,1,12 am - 1 am,39.852,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8157,33,2022-10-01,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8158,33,2022-10-01,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8159,33,2022-10-01,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8160,33,2022-10-01,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8161,39,2022-10-01,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8162,39,2022-10-01,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8163,39,2022-10-01,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8164,39,2022-10-01,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8165,39,2022-10-01,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8166,107,2022-10-01,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8167,107,2022-10-01,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8168,107,2022-10-01,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8169,107,2022-10-01,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8170,107,2022-10-01,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8171,259,2022-10-01,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8172,259,2022-10-01,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8173,259,2022-10-01,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8174,259,2022-10-01,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8175,259,2022-10-01,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8176,287,2022-10-01,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8177,287,2022-10-01,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8178,287,2022-10-01,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
8179,287,2022-10-01,1,12 am - 1 am,,,,OZONE,Ozone,pphm,parts per hundred million,Maximums,Daily,Hourly average
8180,287,2022-10-01,1,12 am - 1 am,,,,PM10,PM10,µg/m³,microgram per cubic meter,Maximums,Daily,Hourly average
8181,300,2022-10-01,1,12 am - 1 am,,,,CO,Carbon monoxide,ppm,parts per million,Maximums,Daily,Hourly average
8182,300,2022-10-01,1,12 am - 1 am,,,,NEPH,Nephelometer ,10^-4 m^-1,10^-4 m^-1,Maximums,Daily,Hourly average
8183,300,2022-10-01,1,12 am - 1 am,,,,NO2,Nitrogen Dioxide,pphm,parts per hundred million,Maximums,Daily,Hourly average
